name,faction,parent,branch,gen,no_hotkey
CONTROLBAR:ConstructGondorBarracksLevel3Upgrade,rohan,CONTROLBAR:ConstructMenBarracks,basic,1,FALSE
CONTROLBAR:ConstructMenArcheryRange,rohan,,basic,0,FALSE
CONTROLBAR:ConstructRohanArcherHorde,rohan,CONTROLBAR:ConstructMenArcheryRange,basic,1,FALSE
CONTROLBAR:ArcherBarrage,rohan,CONTROLBAR:ConstructRohanArcherHorde,basic,2,FALSE
CONTROLBAR:ToggleSkirmishFormationYeomanArcher,rohan,CONTROLBAR:ConstructRohanArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanHeavyArmor,rohan,CONTROLBAR:ConstructRohanArcherHorde,basic,2,FALSE
CONTROLBAR:FireArrowUpgrade,rohan,CONTROLBAR:ConstructRohanArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanArcherHorde,basic,2,FALSE
CONTROLBAR:ConstructFirienholtWardenHorde,rohan,CONTROLBAR:ConstructMenArcheryRange,basic,1,FALSE
CONTROLBAR:ArcherBarrage,rohan,CONTROLBAR:ConstructFirienholtWardenHorde,basic,2,FALSE
CONTROLBAR:HalifirienGuards,rohan,CONTROLBAR:ConstructFirienholtWardenHorde,basic,2,FALSE
CONTROLBAR:FirienholtLongShotAbility,rohan,CONTROLBAR:ConstructFirienholtWardenHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructFirienholtWardenHorde,basic,2,FALSE
CONTROLBAR:PurchaseTechnologyRohanFireArrows,rohan,CONTROLBAR:ConstructMenArcheryRange,basic,1,FALSE
CONTROLBAR:ConstructMenStable,rohan,,basic,0,FALSE
CONTROLBAR:ConstructRohanHorsemenHorde,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:RohanArmaments,rohan,CONTROLBAR:ConstructRohanHorsemenHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanForgedBlades,rohan,CONTROLBAR:ConstructRohanHorsemenHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanHorsemenHorde,basic,2,FALSE
CONTROLBAR:ConstructRohanRohirrimHorde,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:ToggleWedgeFormation,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2,FALSE
CONTROLBAR:ToggleLineFormation,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanHorseShield,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanHeavyArmor,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanForgedBlades,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2,FALSE
CONTROLBAR:ConstructRohanRohirrimArcherHorde,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeRohanHorseShield,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanHeavyArmor,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2,FALSE
CONTROLBAR:FireArrowUpgrade,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2,FALSE
CONTROLBAR:ConstructRohanSnowbournRider,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:SnowbournAxe,rohan,CONTROLBAR:ConstructRohanSnowbournRider,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanForgedBlades,rohan,CONTROLBAR:ConstructRohanSnowbournRider,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanHorseShieldSnowbourn,rohan,CONTROLBAR:ConstructRohanSnowbournRider,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanSnowbournRider,basic,2,FALSE
CONTROLBAR:ConstructRohanKingsguardHorde,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:ToggleRohirrimWeapons,rohan,CONTROLBAR:ConstructRohanKingsguardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanForgedBlades,rohan,CONTROLBAR:ConstructRohanKingsguardHorde,basic,2,FALSE
CONTROLBAR:FireArrowUpgrade,rohan,CONTROLBAR:ConstructRohanKingsguardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanKingsguardHorde,basic,2,FALSE
CONTROLBAR:PurchaseTechnologyRohanHorseShield,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:ConstructGondorStable2Upgrade,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:ConstructGondorStableLevel3Upgrade,rohan,CONTROLBAR:ConstructMenStable,basic,1,FALSE
CONTROLBAR:ConstructRohanWorkshop,rohan,,basic,0,FALSE
CONTROLBAR:ConstructRohanBatteringRam,rohan,CONTROLBAR:ConstructRohanWorkshop,basic,1,FALSE
CONTROLBAR:ConstructRohanMangonel,rohan,CONTROLBAR:ConstructRohanWorkshop,basic,1,FALSE
CONTROLBAR:NoAutoAcquire,rohan,CONTROLBAR:ConstructRohanMangonel,basic,2,FALSE
CONTROLBAR:AutoAcquire,rohan,CONTROLBAR:ConstructRohanMangonel,basic,2,FALSE
CONTROLBAR:ToggleTrebWeapon,rohan,CONTROLBAR:ConstructRohanMangonel,basic,2,FALSE
CONTROLBAR:SpecialAbilityHayBale,rohan,CONTROLBAR:ConstructRohanMangonel,basic,2,FALSE
CONTROLBAR:MundburgMasonry,rohan,CONTROLBAR:ConstructRohanWorkshop,basic,1,FALSE
CONTROLBAR:ConstructRohanWorkshop2Upgrade,rohan,CONTROLBAR:ConstructRohanWorkshop,basic,1,FALSE
CONTROLBAR:ConstructRohanWorkshopLevel3Upgrade,rohan,CONTROLBAR:ConstructRohanWorkshop,basic,1,FALSE
CONTROLBAR:ConstructMenSentryTower,rohan,,basic,0,FALSE
CONTROLBAR:GarrisonExit,rohan,CONTROLBAR:ConstructMenSentryTower,basic,1,FALSE
CONTROLBAR:RohanBattleTowerGarrison,rohan,CONTROLBAR:ConstructMenSentryTower,basic,1,FALSE
CONTROLBAR:ConstructRohanDraftTower,rohan,,basic,0,FALSE
CONTROLBAR:DraftTowerOathPeasants,rohan,CONTROLBAR:ConstructRohanDraftTower,basic,1,FALSE
CONTROLBAR:DraftTowerOath,rohan,CONTROLBAR:ConstructRohanDraftTower,basic,1,FALSE
CONTROLBAR:PurchaseDraftTowerWestfolder,rohan,CONTROLBAR:ConstructRohanDraftTower,basic,1,FALSE
CONTROLBAR:PurchaseDraftTowerFirienholt,rohan,CONTROLBAR:ConstructRohanDraftTower,basic,1,FALSE
CONTROLBAR:PurchaseDraftTowerRohirrim,rohan,CONTROLBAR:ConstructRohanDraftTower,basic,1,FALSE
CONTROLBAR:ConstructRohanWell,rohan,,basic,0,FALSE
CONTROLBAR:ConstructRohanStatue,rohan,,basic,0,FALSE
CONTROLBAR:ConstructMenWallHub,rohan,,basic,0,FALSE
CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,rohan,CONTROLBAR:ConstructMenWallHub,basic,1,FALSE
CONTROLBAR:Command_DwarvenWallUpgradeToHub,rohan,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_DwarvenWallUpgradeToRegularGate,rohan,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_DwarvenWallUpgradeToPosternGate,rohan,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_DwarvenWallUpgradeToTower,rohan,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:Command_RohanWallUpgradeToCatapult,rohan,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:StartSelfRepair,rohan,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE
CONTROLBAR:ConstructMenFortress,rohan,,basic,0,FALSE
CONTROLBAR:ConstructMenPorter,rohan,CONTROLBAR:ConstructMenFortress,basic,1,FALSE
CONTROLBAR:SelectRevivablesMenFortress,rohan,CONTROLBAR:ConstructMenFortress,basic,1,FALSE
CONTROLBAR:RohanMerryHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,rohan,CONTROLBAR:RohanMerryHotkey,basic,3,FALSE
CONTROLBAR:UseSword,rohan,CONTROLBAR:RohanMerryHotkey,basic,3,FALSE
CONTROLBAR:ElvenCloak,rohan,CONTROLBAR:RohanMerryHotkey,basic,3,FALSE
CONTROLBAR:MerryBlade,rohan,CONTROLBAR:RohanMerryHotkey,basic,3,FALSE
CONTROLBAR:RohanEowynHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:EowynReadiness,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:ToggleEowynDernhelm,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:EowynIthilienGarden,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:ToggleEowynLady,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:EowynNewMount,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:Smite,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:EowynCourage,rohan,CONTROLBAR:RohanEowynHotkey,basic,3,FALSE
CONTROLBAR:RohanElfhelmHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:TheodenMount,rohan,CONTROLBAR:RohanElfhelmHotkey,basic,3,FALSE
CONTROLBAR:ToggleElfhelmWeapons,rohan,CONTROLBAR:RohanElfhelmHotkey,basic,3,FALSE
CONTROLBAR:ElfhelmQuickRescue,rohan,CONTROLBAR:RohanElfhelmHotkey,basic,3,FALSE
CONTROLBAR:ElfhelmPromotion,rohan,CONTROLBAR:RohanElfhelmHotkey,basic,3,FALSE
CONTROLBAR:RohanErkenbrandHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:ErkenbrandHorn,rohan,CONTROLBAR:RohanErkenbrandHotkey,basic,3,FALSE
CONTROLBAR:ErkenbrandShieldCrush,rohan,CONTROLBAR:RohanErkenbrandHotkey,basic,3,FALSE
CONTROLBAR:ErkenbrandReinforcements,rohan,CONTROLBAR:RohanErkenbrandHotkey,basic,3,FALSE
CONTROLBAR:RohanTheodredHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:TheodredNewMount,rohan,CONTROLBAR:RohanTheodredHotkey,basic,3,FALSE
CONTROLBAR:TheodredLuck,rohan,CONTROLBAR:RohanTheodredHotkey,basic,3,FALSE
CONTROLBAR:TheodredDetermination,rohan,CONTROLBAR:RohanTheodredHotkey,basic,3,FALSE
CONTROLBAR:RohanEomerHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:ThrowSpear,rohan,CONTROLBAR:RohanEomerHotkey,basic,3,FALSE
CONTROLBAR:EomerNewMount,rohan,CONTROLBAR:RohanEomerHotkey,basic,3,FALSE
CONTROLBAR:EomerBlademaster,rohan,CONTROLBAR:RohanEomerHotkey,basic,3,FALSE
CONTROLBAR:EomerStandGround,rohan,CONTROLBAR:RohanEomerHotkey,basic,3,FALSE
CONTROLBAR:RohanTheodenHotkey,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:TheodenNewMount,rohan,CONTROLBAR:RohanTheodenHotkey,basic,3,FALSE
CONTROLBAR:StrengthRemembered,rohan,CONTROLBAR:RohanTheodenHotkey,basic,3,FALSE
OBJECT:RohanGamling,rohan,CONTROLBAR:StrengthRemembered,basic,4,TRUE
CONTROLBAR:GamlingWhateverEnd,rohan,OBJECT:RohanGamling,basic,5,FALSE
CONTROLBAR:GloriousCharge,rohan,CONTROLBAR:RohanTheodenHotkey,basic,3,FALSE
CONTROLBAR:KingsFavor,rohan,CONTROLBAR:RohanTheodenHotkey,basic,3,FALSE
CONTROLBAR:RadialBack,rohan,CONTROLBAR:SelectRevivablesMenFortress,basic,2,FALSE
CONTROLBAR:SelectUpgradesMenFortress,rohan,CONTROLBAR:ConstructMenFortress,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeRohanFortressBanners,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeDesperateGarrison,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanFortressFlamingMunitions,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeHornofHammerhand,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanFortressFortifications,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanFortressMeadHall,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeRohanFortressRideofRohirrim,rohan,CONTROLBAR:SelectUpgradesMenFortress,basic,2,FALSE
CONTROLBAR:HornofHammerhand,rohan,CONTROLBAR:ConstructMenFortress,basic,1,FALSE
CONTROLBAR:RohanFortressRideofRohirrim,rohan,CONTROLBAR:ConstructMenFortress,basic,1,FALSE
CONTROLBAR:RadialBack,rohan,CONTROLBAR:RohanFortressRideofRohirrim,basic,2,FALSE
OBJECT:MenBuildingFoundation,rohan,,basic,0,TRUE
CONTROLBAR:Command_ConstructMenWallHubExpansion,rohan,OBJECT:MenBuildingFoundation,basic,1,FALSE
CONTROLBAR:ConstructMenArrowTowerExpansion,rohan,OBJECT:MenBuildingFoundation,basic,1,FALSE
CONTROLBAR:ConstructRohanMangonelExpansion,rohan,OBJECT:MenBuildingFoundation,basic,1,FALSE
CONTROLBAR:PukelStatue,rohan,,power,0,TRUE
CONTROLBAR:PukelMoveUnseen,rohan,CONTROLBAR:PukelStatue,power,1,FALSE
CONTROLBAR:PukelStoneSkin,rohan,CONTROLBAR:PukelStatue,power,1,FALSE
CONTROLBAR:PukelFaithfulStone,rohan,CONTROLBAR:PukelStatue,power,1,FALSE
CONTROLBAR:SummonCirionOath,rohan,,power,0,TRUE
OBJECT:RohanHirgon,rohan,CONTROLBAR:SummonCirionOath,power,1,TRUE
CONTROLBAR:TheRedArrow,rohan,OBJECT:RohanHirgon,power,2,FALSE
OBJECT:HordeGondorSpearmen,rohan,CONTROLBAR:SummonCirionOath,power,1,TRUE
CONTROLBAR:ToggleFountainGuardFormation,rohan,OBJECT:HordeGondorSpearmen,power,2,FALSE
CONTROLBAR:ToggleLineFormation,rohan,OBJECT:HordeGondorSpearmen,power,2,FALSE
CONTROLBAR:SummonLastMarch,rohan,,power,0,TRUE
OBJECT:RohanTreeBeard,rohan,CONTROLBAR:SummonLastMarch,power,1,TRUE
CONTROLBAR:KickAndPunch,rohan,OBJECT:RohanTreeBeard,power,2,FALSE
CONTROLBAR:ThrowRocks,rohan,OBJECT:RohanTreeBeard,power,2,FALSE
CONTROLBAR:ToggleTrebWeapon,rohan,OBJECT:RohanTreeBeard,power,2,FALSE
CONTROLBAR:StopBombard,rohan,OBJECT:RohanTreeBeard,power,2,FALSE
CONTROLBAR:TransportExitTreebeard,rohan,OBJECT:RohanTreeBeard,power,2,FALSE
OBJECT:RohanEnt,rohan,CONTROLBAR:SummonLastMarch,power,1,TRUE
CONTROLBAR:KickAndPunch,rohan,OBJECT:RohanEnt,power,2,FALSE
CONTROLBAR:ThrowRocks,rohan,OBJECT:RohanEnt,power,2,FALSE
CONTROLBAR:ToggleTrebWeapon,rohan,OBJECT:RohanEnt,power,2,FALSE
CONTROLBAR:StopBombard,rohan,OBJECT:RohanEnt,power,2,FALSE
CONTROLBAR:SummonStormcrow,rohan,,power,0,TRUE
OBJECT:GandalfTheWhite,rohan,CONTROLBAR:SummonStormcrow,power,1,TRUE
CONTROLBAR:WizardBlastStormcrow,rohan,OBJECT:GandalfTheWhite,power,2,FALSE
CONTROLBAR:GandalfFirstLight,rohan,OBJECT:GandalfTheWhite,power,2,FALSE
CONTROLBAR:GandalfNewMountStormcrow,rohan,OBJECT:GandalfTheWhite,power,2,FALSE
OBJECT:GondorAragorn,rohan,CONTROLBAR:SummonStormcrow,power,1,TRUE
CONTROLBAR:Athelas,rohan,OBJECT:GondorAragorn,power,2,FALSE
CONTROLBAR:AragornLeaderofMen,rohan,OBJECT:GondorAragorn,power,2,FALSE
CONTROLBAR:AragornToggleMount,rohan,OBJECT:GondorAragorn,power,2,FALSE
OBJECT:RohanLegolas,rohan,CONTROLBAR:SummonStormcrow,power,1,TRUE
CONTROLBAR:HawkStrike_Summoned,rohan,OBJECT:RohanLegolas,power,2,FALSE
CONTROLBAR:ArrowWind,rohan,OBJECT:RohanLegolas,power,2,FALSE
CONTROLBAR:LegolasToggleMount,rohan,OBJECT:RohanLegolas,power,2,FALSE
CONTROLBAR:GarrisonExit,rohan,OBJECT:RohanLegolas,power,2,FALSE
OBJECT:RohanGimli,rohan,CONTROLBAR:SummonStormcrow,power,1,TRUE
CONTROLBAR:Leap_Summoned,rohan,OBJECT:RohanGimli,power,2,FALSE
CONTROLBAR:ConstructGuldurSlaveMill,dol guldur,,basic,0,FALSE
CONTROLBAR:DarkPresence,dol guldur,CONTROLBAR:ConstructGuldurSlaveMill,basic,1,FALSE
CONTROLBAR:GuldurInfestation,dol guldur,CONTROLBAR:ConstructGuldurSlaveMill,basic,1,FALSE
CONTROLBAR:RefreshSlaves,dol guldur,CONTROLBAR:ConstructGuldurSlaveMill,basic,1,FALSE
CONTROLBAR:GuldurDrain,dol guldur,CONTROLBAR:RefreshSlaves,basic,2,FALSE
CONTROLBAR:EternalServitude,dol guldur,CONTROLBAR:RefreshSlaves,basic,2,FALSE
CONTROLBAR:ConstructGuldurFountOfCorruption,dol guldur,,basic,0,FALSE
CONTROLBAR:DarkPresence,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:GuldurInfestation,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:ConstructGuldurWoodsmenHorde,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:Inoculation,dol guldur,CONTROLBAR:ConstructGuldurWoodsmenHorde,basic,2,FALSE
CONTROLBAR:GuldurNoxiousDarts,dol guldur,CONTROLBAR:ConstructGuldurWoodsmenHorde,basic,2,FALSE
CONTROLBAR:GuldurParasiticEmbrace,dol guldur,CONTROLBAR:ConstructGuldurWoodsmenHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurBasicTraining,dol guldur,CONTROLBAR:ConstructGuldurWoodsmenHorde,basic,2,FALSE
CONTROLBAR:ConstructEntwife,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:KickAndPunch,dol guldur,CONTROLBAR:ConstructEntwife,basic,2,FALSE
CONTROLBAR:ToggleTrebWeapon,dol guldur,CONTROLBAR:ConstructEntwife,basic,2,FALSE
CONTROLBAR:Inoculation,dol guldur,CONTROLBAR:ConstructEntwife,basic,2,FALSE
CONTROLBAR:TumorousAcorn,dol guldur,CONTROLBAR:ConstructEntwife,basic,2,FALSE
CONTROLBAR:TwistedBotany,dol guldur,CONTROLBAR:ConstructEntwife,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeFountofCorruptionLevel2,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeFountofCorruptionLevel3,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:TwistedBotanyExit,dol guldur,CONTROLBAR:ConstructGuldurFountOfCorruption,basic,1,FALSE
CONTROLBAR:ConstructGuldurGaol,dol guldur,,basic,0,FALSE
CONTROLBAR:DarkPresence,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:GuldurInfestation,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:ConstructGuldurBrokenRabbleHorde,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:GuldurDrain,dol guldur,CONTROLBAR:ConstructGuldurBrokenRabbleHorde,basic,2,FALSE
CONTROLBAR:EternalServitude,dol guldur,CONTROLBAR:ConstructGuldurBrokenRabbleHorde,basic,2,FALSE
CONTROLBAR:ConstructGuldurOrcPikemanHorde,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:TogglePorcupineFormation,dol guldur,CONTROLBAR:ConstructGuldurOrcPikemanHorde,basic,2,FALSE
CONTROLBAR:GuldurDrain,dol guldur,CONTROLBAR:ConstructGuldurOrcPikemanHorde,basic,2,FALSE
CONTROLBAR:NecromancySummon,dol guldur,CONTROLBAR:ConstructGuldurOrcPikemanHorde,basic,2,FALSE
CONTROLBAR:IntrepidCorpse,dol guldur,CONTROLBAR:NecromancySummon,basic,3,FALSE
CONTROLBAR:DarkSustenance,dol guldur,CONTROLBAR:NecromancySummon,basic,3,FALSE
CONTROLBAR:RDSickness,dol guldur,CONTROLBAR:NecromancySummon,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeGuldurBasicTraining,dol guldur,CONTROLBAR:ConstructGuldurOrcPikemanHorde,basic,2,FALSE
CONTROLBAR:ConstructGuldurOrcArcherHorde,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:ArcherBarrage,dol guldur,CONTROLBAR:ConstructGuldurOrcArcherHorde,basic,2,FALSE
CONTROLBAR:GuldurDrain,dol guldur,CONTROLBAR:ConstructGuldurOrcArcherHorde,basic,2,FALSE
CONTROLBAR:NecromancySummon,dol guldur,CONTROLBAR:ConstructGuldurOrcArcherHorde,basic,2,FALSE
CONTROLBAR:IntrepidCorpse,dol guldur,CONTROLBAR:NecromancySummon,basic,3,FALSE
CONTROLBAR:DarkSustenance,dol guldur,CONTROLBAR:NecromancySummon,basic,3,FALSE
CONTROLBAR:RDSickness,dol guldur,CONTROLBAR:NecromancySummon,basic,3,FALSE
CONTROLBAR:GuldurFireArrowUpgrade,dol guldur,CONTROLBAR:ConstructGuldurOrcArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurBasicTraining,dol guldur,CONTROLBAR:ConstructGuldurOrcArcherHorde,basic,2,FALSE
CONTROLBAR:ConstructGuldurOrcRavagerHorde,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:GuldurDrain,dol guldur,CONTROLBAR:ConstructGuldurOrcRavagerHorde,basic,2,FALSE
CONTROLBAR:AppetiteForDestruction,dol guldur,CONTROLBAR:ConstructGuldurOrcRavagerHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurBasicTraining,dol guldur,CONTROLBAR:ConstructGuldurOrcRavagerHorde,basic,2,FALSE
CONTROLBAR:ConstructGuldurTombGuardHorde,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:GuldurDrain,dol guldur,CONTROLBAR:ConstructGuldurTombGuardHorde,basic,2,FALSE
CONTROLBAR:TogglePorcupineFormation,dol guldur,CONTROLBAR:ConstructGuldurTombGuardHorde,basic,2,FALSE
CONTROLBAR:GuldurHeavyDuty,dol guldur,CONTROLBAR:ConstructGuldurTombGuardHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurBasicTraining,dol guldur,CONTROLBAR:ConstructGuldurTombGuardHorde,basic,2,FALSE
CONTROLBAR:PurchaseTechnologyGuldurBasicTraining,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyGuldurFireArrows,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:ConstructGuldurGaol2Upgrade,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:ConstructGuldurGaol3Upgrade,dol guldur,CONTROLBAR:ConstructGuldurGaol,basic,1,FALSE
CONTROLBAR:ConstructGuldurSpiderLair,dol guldur,,basic,0,FALSE
CONTROLBAR:DarkPresence,dol guldur,CONTROLBAR:ConstructGuldurSpiderLair,basic,1,FALSE
CONTROLBAR:GuldurInfestation,dol guldur,CONTROLBAR:ConstructGuldurSpiderLair,basic,1,FALSE
CONTROLBAR:ConstructGuldurFellBroodHorde,dol guldur,CONTROLBAR:ConstructGuldurSpiderLair,basic,1,FALSE
CONTROLBAR:Inoculation,dol guldur,CONTROLBAR:ConstructGuldurFellBroodHorde,basic,2,FALSE
CONTROLBAR:ChitteringSwarm,dol guldur,CONTROLBAR:ConstructGuldurFellBroodHorde,basic,2,FALSE
CONTROLBAR:FellBroodShriek,dol guldur,CONTROLBAR:ConstructGuldurFellBroodHorde,basic,2,FALSE
CONTROLBAR:PurchaseSpiderVenomSacks,dol guldur,CONTROLBAR:ConstructGuldurFellBroodHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurBasicTraining_FellBrood,dol guldur,CONTROLBAR:ConstructGuldurFellBroodHorde,basic,2,FALSE
CONTROLBAR:ConstructGuldurGreatSpider,dol guldur,CONTROLBAR:ConstructGuldurSpiderLair,basic,1,FALSE
CONTROLBAR:Inoculation,dol guldur,CONTROLBAR:ConstructGuldurGreatSpider,basic,2,FALSE
CONTROLBAR:SpecialAbilityGreatSpiderTunnel,dol guldur,CONTROLBAR:ConstructGuldurGreatSpider,basic,2,FALSE
CONTROLBAR:EncasingWebs,dol guldur,CONTROLBAR:ConstructGuldurGreatSpider,basic,2,FALSE
CONTROLBAR:MonstrousRecovery,dol guldur,CONTROLBAR:ConstructGuldurGreatSpider,basic,2,FALSE
CONTROLBAR:ConstructGuldurSpiderLairLevel2Upgrade,dol guldur,CONTROLBAR:ConstructGuldurSpiderLair,basic,1,FALSE
CONTROLBAR:ConstructGuldurSpiderLairLevel3Upgrade,dol guldur,CONTROLBAR:ConstructGuldurSpiderLair,basic,1,FALSE
CONTROLBAR:ConstructGuldurSorceryTower,dol guldur,,basic,0,FALSE
CONTROLBAR:DarkPresence,dol guldur,CONTROLBAR:ConstructGuldurSorceryTower,basic,1,FALSE
CONTROLBAR:TechnologyGuldurNecromancy,dol guldur,CONTROLBAR:ConstructGuldurSorceryTower,basic,1,FALSE
CONTROLBAR:GuldurSpireBlight,dol guldur,CONTROLBAR:ConstructGuldurSorceryTower,basic,1,FALSE
